"","glm","rf","svm","aggregate"
"1",0.114130434782609,0.108695652173913,0.119565217391304,0.114130434782609
"2",0.158469945355191,0.158469945355191,0.158469945355191,0.153005464480874
"3",0.109289617486339,0.109289617486339,0.087431693989071,0.087431693989071
"4",0.14207650273224,0.103825136612022,0.136612021857924,0.131147540983607
"5",0.179347826086957,0.146739130434783,0.141304347826087,0.157608695652174
