"","linear","poly","radial"
"1",0.125,0.146739130434783,0.135869565217391
"2",0.163934426229508,0.185792349726776,0.158469945355191
"3",0.114754098360656,0.109289617486339,0.0983606557377049
"4",0.147540983606557,0.169398907103825,0.136612021857924
"5",0.168478260869565,0.141304347826087,0.135869565217391
